patrimonio;Descricao;dataBaixa;vidaUtil;valorBruto;depreciacao;valorLiquido
218444;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218445;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218446;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218447;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218448;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218449;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218450;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218451;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218452;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218453;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218454;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218455;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218456;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218457;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218458;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218459;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218460;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218461;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218462;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218463;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218464;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218465;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218466;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218467;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218468;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218469;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218470;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218471;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218472;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218473;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218474;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218475;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218476;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218477;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218478;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218479;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218480;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218481;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218482;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218483;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218484;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218485;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218486;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218487;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218488;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218489;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218490;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218491;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218492;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218493;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218494;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218495;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218496;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218497;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218498;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218499;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218500;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218501;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218502;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218503;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218504;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218505;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218506;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218507;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218508;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218509;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218510;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218511;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218512;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218513;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218514;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218515;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218516;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218517;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218518;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218519;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218520;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218521;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218522;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218523;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218524;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218525;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218526;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218527;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218528;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218529;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218530;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218531;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218532;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218533;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218534;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218535;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;21/02/2017;0;2990;0;2990
218536;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218537;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218538;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218539;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218540;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218541;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218542;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218543;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218544;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218545;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218546;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218547;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218548;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218549;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218550;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218551;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218552;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218553;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218554;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218555;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218556;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218557;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218558;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218559;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218560;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218561;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218562;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218563;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218564;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218565;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218566;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218567;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218568;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218569;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218570;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218571;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218572;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218573;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218574;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218575;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218576;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218577;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218578;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218579;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218580;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218581;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218582;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218583;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218584;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;20/02/2017;0;2990;0;2990
218585;ACCESS POINT 802.11;21/02/2017;0;3686,81;0;3686,81
218586;ACCESS POINT 802.11;21/02/2017;0;3686,81;0;3686,81
218587;ACCESS POINT 802.11;21/02/2017;0;3686,81;0;3686,81
218588;ACCESS POINT 802.11;21/02/2017;0;3686,81;0;3686,81
218589;ACCESS POINT 802.11;21/02/2017;0;3686,81;0;3686,81
218590;ACCESS POINT 802.11;21/02/2017;0;3686,81;0;3686,81
218591;ACCESS POINT 802.11;21/02/2017;0;3686,81;0;3686,81
218592;ACCESS POINT 802.11;21/02/2017;0;3686,81;0;3686,81
218593;ACCESS POINT 802.11;21/02/2017;0;3686,81;0;3686,81
218594;ACCESS POINT 802.11;21/02/2017;0;3686,81;0;3686,81
218595;ACCESS POINT 802.11;21/02/2017;0;3686,81;0;3686,81
218596;ACCESS POINT 802.11;21/02/2017;0;3686,81;0;3686,81
218597;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218598;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218599;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218600;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218601;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218602;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218603;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218604;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218605;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218606;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218607;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218608;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218609;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218610;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218611;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218612;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218613;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218614;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218615;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218616;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218617;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218618;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218619;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218620;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218621;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218622;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218623;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218624;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218625;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218626;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218627;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218628;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218629;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218630;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218631;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218632;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218633;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218634;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218635;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218636;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218637;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218638;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218639;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218640;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218641;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218642;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218643;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218644;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218645;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218646;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218647;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218648;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218649;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218650;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218651;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218652;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218653;ACCESS POINT 802.11;20/02/2017;0;3686,81;0;3686,81
218694;CLUSTER COM DOIS APPLIANCE DE FIREWALL NG TIPO 2;04/04/2017;0;150000;0;150000
218789;APPLIANCE DE FIREWALL NG TIPO 04;17/07/2017;0;18386;0;18386
218970;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/09/2017;0;2990;0;2990
218971;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/09/2017;0;2990;0;2990
218972;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/09/2017;0;2990;0;2990
218973;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/09/2017;0;2990;0;2990
218974;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/09/2017;0;2990;0;2990
