id;responsavel;cedente;sala;nivel1;nivel2;nivelSuperior;tombamento;dataMovimentacao;interna;retorno;inventario;responsavelCadastro;dataConfirmacaoRecebimento;descricaoBem
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;19518;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;MONITOR DE VÍDEO LCD
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;19536;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;MONITOR DE VÍDEO LCD
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;19554;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;MICROCOMPUTADOR INTEL
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;19603;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;MICROCOMPUTADOR INTEL
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;19703;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;MONITOR DE VÍDEO LCD
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;19839;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;MONITOR DE VÍDEO LCD
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;20286;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;APARELHO TELEFONICO KS COM TECLADO
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;20311;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;POLTRONA GIRATÓRIA ESPALDAR MÉDIO
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;20312;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;POLTRONA GIRATÓRIA ESPALDAR MÉDIO
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;20313;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;POLTRONA GIRATÓRIA ESPALDAR MÉDIO
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;20315;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;POLTRONA GIRATÓRIA ESPALDAR MÉDIO
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;21283;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;MONITOR DE VÍDEO LCD
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;21291;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;MONITOR DE VÍDEO LCD
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;22373;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;ESTACAO DE TRABALHO
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;25772;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;ARMÁRIO ALTO L800 X P472 X H1600 MM
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;26418;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;GAVETEIRO VOLANTE COM 01 GAVETA PORTA OBJETO, 01 GAVETA MÉDIA E 01 GAVETA PARA PASTA SUSPENSA
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;26422;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;GAVETEIRO VOLANTE COM 01 GAVETA PORTA OBJETO, 01 GAVETA MÉDIA E 01 GAVETA PARA PASTA SUSPENSA
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;26504;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;GAVETEIRO VOLANTE
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;27174;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;PORTA CPU
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;27759;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;"MESA DE TRABALHO ANGULAR EM ""L"" L1400/P600 X L1400/P600 X H730 MM"
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;27760;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;"MESA DE TRABALHO ANGULAR EM ""L"" L1400/P600 X L1400/P600 X H730 MM"
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;27761;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;"MESA DE TRABALHO ANGULAR EM ""L"" L1400/P600 X L1400/P600 X H730 MM"
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;27762;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;"MESA DE TRABALHO ANGULAR EM ""L"" L1400/P600 X L1400/P600 X H730 MM"
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;27763;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;"MESA DE TRABALHO ANGULAR EM ""L"" L1400/P600 X L1400/P600 X H730 MM"
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;27764;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;"MESA DE TRABALHO ANGULAR EM ""L"" L1400/P600 X L1400/P600 X H730 MM"
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;27765;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;"MESA DE TRABALHO ANGULAR EM ""L"" L1400/P600 X L1400/P600 X H730 MM"
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;27766;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;"MESA DE TRABALHO ANGULAR EM ""L"" L1400/P600 X L1400/P600 X H730 MM"
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;27767;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;"MESA DE TRABALHO ANGULAR EM ""L"" L1400/P600 X L1400/P600 X H730 MM"
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;27841;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;"CONJUNTO DE PAINEIS DIVISÓRIOS EM ""X"""
19429;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;27912;2018-01-18;S;N;NA;RVGB;2018/07/19 16:38:00;"CONJUNTO DE PAINEIS DIVISÓRIOS EM ""X"""
53047;AMLM;CAS;SL. Nº 904;SECRETRIA DA DIRETORIA GERAL - DG;NA;CNC, 09º ANDAR;26413;2019-02-27;S;N;NA;SCMC;2019/03/18 11:22:00;GAVETEIRO VOLANTE COM 01 GAVETA PORTA OBJETO, 01 GAVETA MÉDIA E 01 GAVETA PARA PASTA SUSPENSA
53047;AMLM;CAS;SL. Nº 904;SECRETRIA DA DIRETORIA GERAL - DG;NA;CNC, 09º ANDAR;30971;2019-02-27;S;N;NA;SCMC;2019/03/18 11:22:00;POLTRONA GIRATÓRIA COM BRAÇOS E ESPALDAR MÉDIO NA COR PRETA
53050;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;21826;2019-02-27;S;N;NA;SCMC;2019/03/18 11:22:00;SCANNER DE MESA
53705;AMLM;CAS;SL. Nº 904;SECRETRIA DA DIRETORIA GERAL - DG;NA;CNC, 09º ANDAR;30974;2019-03-12;S;N;NA;SCMC;2019/03/12 13:51:00;POLTRONA GIRATÓRIA COM BRAÇOS E ESPALDAR MÉDIO NA COR PRETA
53706;AMLM;CAS;SL. Nº 904;SECRETRIA DA DIRETORIA GERAL - DG;NA;CNC, 09º ANDAR;30963;2019-03-12;S;N;NA;SCMC;2019/03/12 13:33:00;POLTRONA GIRATÓRIA COM BRAÇOS E ESPALDAR MÉDIO NA COR PRETA
54684;AMLM;CAS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;30976;2019-03-27;S;N;NA;Marcio Guillardi da Silva;2019/03/27 11:43:00;POLTRONA GIRATÓRIA COM BRAÇOS E ESPALDAR MÉDIO NA COR PRETA
53059;AMLM;CNJ;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;12604;2019-02-27;S;N;NA;SCMC;2019/03/18 11:18:00;APARELHO TELEFONICO KS COM TECLADO
43090;AMLM;CSS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;30968;2018-12-06;S;N;NA;SCMC;2018/12/10 10:31:00;POLTRONA GIRATÓRIA COM BRAÇOS E ESPALDAR MÉDIO NA COR PRETA
43090;AMLM;CSS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;30973;2018-12-06;S;N;NA;SCMC;2018/12/10 10:31:00;POLTRONA GIRATÓRIA COM BRAÇOS E ESPALDAR MÉDIO NA COR PRETA
43090;AMLM;CSS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;31004;2018-12-06;S;N;NA;SCMC;2018/12/10 10:31:00;POLTRONA GIRATÓRIA COM BRAÇOS E ESPALDAR MÉDIO NA COR PRETA
43115;AMLM;CSS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;31440;2018-12-06;S;N;NA;SCMC;2018/12/10 10:31:00;POLTRONA GIRATÓRIA C/BRAÇOS
43115;AMLM;CSS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;31442;2018-12-06;S;N;NA;SCMC;2018/12/10 10:31:00;POLTRONA GIRATÓRIA C/BRAÇOS
68574;AMLM;DARF;SL. Nº 905B;DIRETORIA GERAL-ADJUNTA;NA;CNC, 09º ANDAR;33298;2019-09-03;S;N;NA;LCCS;2019/09/03 18:10:00;UMIDIFICADOR E PURIFICADOR DE AMBIENTE
70619;AMLM;GMS;SL. Nº 905A;SL. REUNIÃO E AUDIÊNCIAS DISCIPLINARES;NA;CNC, 09º ANDAR;30615;2019-09-23;S;N;NA;SCMC;2019/10/24 16:03:00;PEDESTAL ELG COM SUPORTE PARA TV ENTRE 40 E 50 PELEGADAS
70619;AMLM;GMS;SL. Nº 905A;SL. REUNIÃO E AUDIÊNCIAS DISCIPLINARES;NA;CNC, 09º ANDAR;30619;2019-09-23;S;N;NA;SCMC;2019/10/24 16:03:00;TV SANSUNG 46 POLEGADAS FORMATO WISDESCREEN
20212;AMLM;LCCS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;31433;2018-01-23;S;N;NA;RVGB;2018/07/19 16:35:00;POLTRONA GIRATÓRIA C/BRAÇOS
20212;AMLM;LCCS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;31436;2018-01-23;S;N;NA;RVGB;2018/07/19 16:35:00;POLTRONA GIRATÓRIA C/BRAÇOS
20212;AMLM;LCCS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;31443;2018-01-23;S;N;NA;RVGB;2018/07/19 16:35:00;POLTRONA GIRATÓRIA C/BRAÇOS
20212;AMLM;LCCS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;31444;2018-01-23;S;N;NA;RVGB;2018/07/19 16:35:00;POLTRONA GIRATÓRIA C/BRAÇOS
20212;AMLM;LCCS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;31446;2018-01-23;S;N;NA;RVGB;2018/07/19 16:35:00;POLTRONA GIRATÓRIA C/BRAÇOS
20212;AMLM;LCCS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;31451;2018-01-23;S;N;NA;RVGB;2018/07/19 16:35:00;POLTRONA GIRATÓRIA C/BRAÇOS
32500;AMLM;LCCS;SL. Nº 904;SECRETRIA DA DIRETORIA GERAL - DG;NA;CNC, 09º ANDAR;32166;2018-06-28;S;N;NA;Marcio Guillardi da Silva;2018/07/19 16:31:00;LIXEIRA COLETA SELETIVA INOX RBA, ESMALTADA, CAPACIDADE APROX. 18 LT
32500;AMLM;LCCS;SL. Nº 904;SECRETRIA DA DIRETORIA GERAL - DG;NA;CNC, 09º ANDAR;32335;2018-06-28;S;N;NA;Marcio Guillardi da Silva;2018/07/19 16:31:00;LIXEIRA COLETA SELETIVA INOX RBA, ESMALTADA, CAPACIDADE APROX. 18 LT
32502;AMLM;LCCS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;32168;2018-06-28;S;N;NA;Marcio Guillardi da Silva;2018/07/19 16:29:00;LIXEIRA COLETA SELETIVA INOX RBA, ESMALTADA, CAPACIDADE APROX. 18 LT
32502;AMLM;LCCS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;32334;2018-06-28;S;N;NA;Marcio Guillardi da Silva;2018/07/19 16:29:00;LIXEIRA COLETA SELETIVA INOX RBA, ESMALTADA, CAPACIDADE APROX. 18 LT
32505;AMLM;LCCS;SL. Nº 904D;GABINETE DO DIRETOR-GERAL ADJUNTO - DG;NA;CNC, 09º ANDAR;32156;2018-06-28;S;N;NA;Marcio Guillardi da Silva;2018/07/19 16:29:00;LIXEIRA COLETA SELETIVA INOX RBA, ESMALTADA, CAPACIDADE APROX. 18 LT
32505;AMLM;LCCS;SL. Nº 904D;GABINETE DO DIRETOR-GERAL ADJUNTO - DG;NA;CNC, 09º ANDAR;32329;2018-06-28;S;N;NA;Marcio Guillardi da Silva;2018/07/19 16:29:00;LIXEIRA COLETA SELETIVA INOX RBA, ESMALTADA, CAPACIDADE APROX. 18 LT
34072;AMLM;LCCS;SL. Nº 904C;SALA DE REUNIÕES DE AUDIENCIAS DISCIPLINARES -;NA;CNC, 09º ANDAR;32225;2018-07-25;S;N;NA;Marcio Guillardi da Silva;2018/10/19 11:51:00;LIXEIRA COLETA SELETIVA INOX RBA, ESMALTADA, CAPACIDADE APROX. 18 LT
34072;AMLM;LCCS;SL. Nº 904C;SALA DE REUNIÕES DE AUDIENCIAS DISCIPLINARES -;NA;CNC, 09º ANDAR;32395;2018-07-25;S;N;NA;Marcio Guillardi da Silva;2018/10/19 11:51:00;LIXEIRA COLETA SELETIVA INOX RBA, ESMALTADA, CAPACIDADE APROX. 18 LT
43067;AMLM;LCCS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;33366;2018-12-06;S;N;NA;SCMC;2018/12/10 10:32:00;SOFA 2 LUGARES - SO202B - PRETO
43067;AMLM;LCCS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;33369;2018-12-06;S;N;NA;SCMC;2018/12/10 10:32:00;SOFA 2 LUGARES - SO202B - PRETO
43118;AMLM;LCCS;SL. Nº 904;SECRETRIA DA DIRETORIA GERAL - DG;NA;CNC, 09º ANDAR;31441;2018-12-06;S;N;NA;SCMC;2018/12/10 10:29:00;POLTRONA GIRATÓRIA C/BRAÇOS
45632;AMLM;LCCS;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;218681;2018-12-20;S;N;NA;LCCS;2019/03/18 11:22:00;PROJETOR MULTIMÍDIA
68550;AMLM;LCCS;SL. Nº 905C;DIRETORIA-GERAL;NA;CNC, 09º ANDAR;33284;2019-09-03;S;N;NA;RVGB;2019/09/03 18:10:00;UMIDIFICADOR E PURIFICADOR DE AMBIENTE
68921;AMLM;LCCS;SL. Nº 905A;SL. REUNIÃO E AUDIÊNCIAS DISCIPLINARES;NA;CNC, 09º ANDAR;33654;2019-09-06;S;N;NA;Marcio Guillardi da Silva;2019/10/24 16:03:00;PONTO DE ACESSO PARA 8 PARTICIPANTES, MEETUP
53060;AMLM;LSF;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;19847;2019-02-27;S;N;NA;SCMC;2019/03/18 11:17:00;MONITOR DE VÍDEO LCD
43061;AMLM;MCM;SL. Nº 904A;ASSESSORIA DISCIPLINAR - DG;NA;CNC, 09º ANDAR;17217;2018-12-06;S;N;NA;SCMC;2019/03/18 11:23:00;MESA DE ESTUDOS
76848;AMLM;RVGB;SL. Nº 905A;SL. REUNIÃO E AUDIÊNCIAS DISCIPLINARES;NA;CNC, 09º ANDAR;38699;2019-12-18;S;N;NA;RVGB;NA;PONTO DE ACESSO PARA 8 PARTICIPANTES, MEETUP
55125;AMTO;ALIR;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;19373;2019-04-01;S;N;NA;Marcio Guillardi da Silva;2019/07/04 14:17:00;MICROCOMPUTADOR INTEL
64643;AMTO;CBA;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;10578;2019-07-25;S;N;NA;SCMC;2019/10/29 17:41:00;APARELHO TELEFONICO SIMPLES COM TECLADO
64643;AMTO;CBA;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;18413;2019-07-25;S;N;NA;SCMC;2019/10/29 17:41:00;MESA PARA REFEITÓRIO
63148;AMTO;CRC;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;18668;2019-07-08;S;N;NA;Marcio Guillardi da Silva;2019/10/29 17:43:00;LIXEIRA EM POLIETILENO
63148;AMTO;CRC;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;18671;2019-07-08;S;N;NA;Marcio Guillardi da Silva;2019/10/29 17:43:00;LIXEIRA EM POLIETILENO
63148;AMTO;CRC;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;18684;2019-07-08;S;N;NA;Marcio Guillardi da Silva;2019/10/29 17:43:00;LIXEIRA EM POLIETILENO
74926;AMTO;EAOL;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;30180;2019-11-27;S;N;NA;Marcio Guillardi da Silva;2020/01/21 13:45:00;ACCESS POINT 802.11
63151;AMTO;HFCM;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;29392;2019-07-08;S;N;NA;Marcio Guillardi da Silva;2019/10/29 17:43:00;MESA DE TRABALHO RETANGULAR
57063;AMTO;LCCS;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;26689;2019-05-02;S;N;NA;SCMC;2019/05/02 18:39:00;GAVETEIRO VOLANTE
58698;AMTO;LCCS;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;26589;2019-05-23;S;N;NA;Marcio Guillardi da Silva;2019/05/23 14:22:00;GAVETEIRO VOLANTE
63153;AMTO;LCCS;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;28578;2019-07-08;S;N;NA;Marcio Guillardi da Silva;2019/07/08 15:13:00;MESA AUTOPORTANTE RETANGULAR
63153;AMTO;LCCS;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;28585;2019-07-08;S;N;NA;Marcio Guillardi da Silva;2019/07/08 15:13:00;MESA AUTOPORTANTE RETANGULAR
63153;AMTO;LCCS;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;28785;2019-07-08;S;N;NA;Marcio Guillardi da Silva;2019/07/08 15:13:00;MESA AUTOPORTANTE RETANGULAR
63153;AMTO;LCCS;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;28786;2019-07-08;S;N;NA;Marcio Guillardi da Silva;2019/07/08 15:13:00;MESA AUTOPORTANTE RETANGULAR
63153;AMTO;LCCS;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;28794;2019-07-08;S;N;NA;Marcio Guillardi da Silva;2019/07/08 15:13:00;MESA AUTOPORTANTE RETANGULAR
63153;AMTO;LCCS;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;30099;2019-07-08;S;N;NA;Marcio Guillardi da Silva;2019/07/08 15:13:00;MESA AUTOPORTANTE RETANGULAR
63153;AMTO;LCCS;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;30102;2019-07-08;S;N;NA;Marcio Guillardi da Silva;2019/07/08 15:13:00;MESA AUTOPORTANTE RETANGULAR
64177;AMTO;LCCS;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;28022;2019-07-17;S;N;NA;RVGB;2019/08/07 15:14:00;"MESA DE TRABALHO ANGULAR EM ""L"""
64177;AMTO;LCCS;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;28023;2019-07-17;S;N;NA;RVGB;2019/08/07 15:14:00;"MESA DE TRABALHO ANGULAR EM ""L"""
64177;AMTO;LCCS;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;28953;2019-07-17;S;N;NA;RVGB;2019/08/07 15:14:00;MESA DE REUNIÃO CIRCULAR
64524;AMTO;LCCS;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;20362;2019-07-23;S;N;NA;SCMC;2019/08/13 17:53:00;POLTRONA GIRATÓRIA ESPALDAR MÉDIO
64524;AMTO;LCCS;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;24932;2019-07-23;S;N;NA;SCMC;2019/08/13 17:53:00;POLTRONA GIRATÓRIA, C/BRAÇOS, RECLINÁVEL, TECIDO PRETO
64524;AMTO;LCCS;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;24966;2019-07-23;S;N;NA;SCMC;2019/08/13 17:53:00;POLTRONA GIRATÓRIA, C/BRAÇOS, RECLINÁVEL, TECIDO PRETO
64524;AMTO;LCCS;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;31417;2019-07-23;S;N;NA;SCMC;2019/08/13 17:53:00;04003341 POLTRONA GIRATORIA ESPALDAR MEDIO EM TECIDO
66401;AMTO;LCCS;SL. Nº 101;ST. TRANSPORTE;NA;CNC, 01º ANDAR;29952;2019-08-19;S;N;NA;Marcio Guillardi da Silva;2019/08/19 10:56:00;ARMÁRIO ALTO EM AÇO
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;4820;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;SOFÁ EM COURO PARA 03 LUGARES
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;4821;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;SOFÁ EM COURO PARA 03 LUGARES
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;5124;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;MESA PARA IMPRESSORA
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;7439;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;GELADEIRA TIPO FRIGOBAR
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;9266;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;ARMÁRIO ALTO
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;11034;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;CABIDEIRO EM MADEIRA
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;12589;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;APARELHO TELEFONICO KS COM TECLADO
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;12902;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;IMPRESSORA LASER
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;14526;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;QUADRO DE AVISO EM FELTRO
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;14851;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;GAVETEIRO VOLANTE
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;14861;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;GAVETEIRO VOLANTE
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;14882;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;GAVETEIRO VOLANTE
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;14908;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;GAVETEIRO VOLANTE
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;15801;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;SOFÁ EM COURO PARA 02 LUGARES
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;16122;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;ESTABILIZADOR DE TENSÃO AUTOMÁTICO
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;16154;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;ESTABILIZADOR DE TENSÃO AUTOMÁTICO
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;16402;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;LIXEIRA PLÁSTICA
48486;AMTO;NCCP;SL. Nº 002;SEÇÃO DE TRANSPORTE - GSI;NA;CNC, ANDAR TÉRREO;17084;2019-01-31;S;N;NA;SCMC;2019/02/01 12:51:00;MICROCOMPUTADOR INTEL
